length,original,abbreviation,drop_vowel,truncation,truncation_keep_end,all_different?
5,remorseful,rmful,rmrsfl,remor,remol,1
6,remorseful,rmsful,rmrsfl,remors,remorl,1
7,remorseful,rmosful,rmrsfl,remorse,remorsl,1
8,remorseful,rmoseful,rmrsfl,remorsef,remorsel,1
3,removable,rvl,rmvbl,rem,ree,1
4,removable,rvbl,rmvbl,remo,reme,1
5,removable,rvble,rmvbl,remov,remoe,1
6,removable,rmvble,rmvbl,remova,remove,1
7,removable,rmvable,rmvbl,removab,removae,1
3,remuneration,ren,rmnrtn,rem,ren,1
4,remuneration,rmen,rmnrtn,remu,remn,1
5,remuneration,rmnen,rmnrtn,remun,remun,1
6,remuneration,rmunen,rmnrtn,remune,remunn,1
7,remuneration,rmunetn,rmnrtn,remuner,remunen,1
8,remuneration,remunetn,rmnrtn,remunera,remunern,1
9,remuneration,remuneton,rmnrtn,remunerat,remuneran,1
10,remuneration,remunerton,rmnrtn,remunerati,remuneratn,1
3,renaissance,rie,rnssnc,ren,ree,1
4,renaissance,rise,rnssnc,rena,rene,1
5,renaissance,risce,rnssnc,renai,renae,1
6,renaissance,risace,rnssnc,renais,renaie,1
7,renaissance,rissace,rnssnc,renaiss,renaise,1
8,renaissance,rissance,rnssnc,renaissa,renaisse,1
9,renaissance,reissance,rnssnc,renaissan,renaissae,1
3,renovations,rov,rnvtns,ren,res,1
4,renovations,rovs,rnvtns,reno,rens,1
5,renovations,rovns,rnvtns,renov,renos,1
6,renovations,rovans,rnvtns,renova,renovs,1
7,renovations,reovans,rnvtns,renovat,renovas,1
8,renovations,renovans,rnvtns,renovati,renovats,1
9,renovations,renovatns,rnvtns,renovatio,renovatis,1
3,renunciation,rnn,rnnctn,ren,ren,1
4,renunciation,rncn,rnnctn,renu,renn,1
5,renunciation,runcn,rnnctn,renun,renun,1
6,renunciation,runcin,rnnctn,renunc,renunn,1
7,renunciation,runcitn,rnnctn,renunci,renuncn,1
8,renunciation,rnuncitn,rnnctn,renuncia,renuncin,1
9,renunciation,renuncitn,rnnctn,renunciat,renuncian,1
10,renunciation,renunciatn,rnnctn,renunciati,renunciatn,1
3,repaired,rir,rprd,rep,red,1
4,repaired,rird,rprd,repa,repd,1
5,repaired,rpird,rprd,repai,repad,1
6,repaired,rpired,rprd,repair,repaid,1
3,repaying,ryi,rpyng,rep,reg,1
4,repaying,ryig,rpyng,repa,repg,1
5,repaying,rpyig,rpyng,repay,repag,1
6,repaying,rpying,rpyng,repayi,repayg,1
3,repayment,rym,rpymnt,rep,ret,1
4,repayment,rymt,rpymnt,repa,rept,1
5,repayment,rpymt,rpymnt,repay,repat,1
6,repayment,rpymnt,rpymnt,repaym,repayt,1
7,repayment,rpaymnt,rpymnt,repayme,repaymt,1
3,repercussions,rps,rprcssns,rep,res,1
4,repercussions,rpcs,rprcssns,repe,reps,1
5,repercussions,rpcss,rprcssns,reper,repes,1
6,repercussions,rpcsss,rprcssns,reperc,repers,1
7,repercussions,rpcssns,rprcssns,repercu,repercs,1
8,repercussions,rpcussns,rprcssns,repercus,repercus,1
9,repercussions,repcussns,rprcssns,repercuss,repercuss,1
10,repercussions,repecussns,rprcssns,repercussi,repercusss,1
11,repercussions,repecussins,rprcssns,repercussio,repercussis,1
3,repertoire,rir,rprtr,rep,ree,1
4,repertoire,rire,rprtr,repe,repe,1
5,repertoire,rpire,rprtr,reper,repee,1
6,repertoire,rptire,rprtr,repert,repere,1
7,repertoire,rptoire,rprtr,reperto,reperte,1
8,repertoire,reptoire,rprtr,repertoi,repertoe,1
3,repetitions,rps,rpttns,rep,res,1
4,repetitions,rpts,rpttns,repe,reps,1
5,repetitions,rptts,rpttns,repet,repes,1
6,repetitions,rpttns,rpttns,repeti,repets,1
7,repetitions,repttns,rpttns,repetit,repetis,1
8,repetitions,repettns,rpttns,repetiti,repetits,1
9,repetitions,repettons,rpttns,repetitio,repetitis,1
3,repetitious,rus,rptts,rep,res,1
4,repetitious,rpus,rptts,repe,reps,1
5,repetitious,rptus,rptts,repet,repes,1
6,repetitious,rpttus,rptts,repeti,repets,1
7,repetitious,repttus,rptts,repetit,repetis,1
8,repetitious,repettus,rptts,repetiti,repetits,1
9,repetitious,repettous,rptts,repetitio,repetitis,1
3,replaces,rls,rplcs,rep,res,1
4,replaces,rpls,rplcs,repl,reps,1
5,replaces,rplcs,rplcs,repla,repls,1
6,replaces,rplces,rplcs,replac,replas,1
3,replacing,rlg,rplcng,rep,reg,1
4,replacing,rplg,rplcng,repl,repg,1
5,replacing,rplng,rplcng,repla,replg,1
6,replacing,rplcng,rplcng,replac,replag,1
7,replacing,rplcing,rplcng,replaci,replacg,1
3,replicate,rle,rplct,rep,ree,1
4,replicate,rple,rplct,repl,repe,1
5,replicate,rplte,rplct,repli,reple,1
6,replicate,rplcte,rplct,replic,replie,1
7,replicate,replcte,rplct,replica,replice,1
3,reported,rpd,rprtd,rep,red,1
4,reported,rptd,rprtd,repo,repd,1
5,reported,rpotd,rprtd,repor,repod,1
6,reported,rportd,rprtd,report,repord,1
3,reprehensible,rbl,rprhnsbl,rep,ree,1
4,reprehensible,rble,rprhnsbl,repr,repe,1
5,reprehensible,rpble,rprhnsbl,repre,repre,1
6,reprehensible,rphble,rprhnsbl,repreh,repree,1
7,reprehensible,rprhble,rprhnsbl,reprehe,reprehe,1
8,reprehensible,rprhsble,rprhnsbl,reprehen,reprehee,1
9,reprehensible,rprhesble,rprhnsbl,reprehens,reprehene,1
10,reprehensible,reprhesble,rprhnsbl,reprehensi,reprehense,1
11,reprehensible,reprhensble,rprhnsbl,reprehensib,reprehensie,1
3,repressed,rpd,rprssd,rep,red,1
4,repressed,rpsd,rprssd,repr,repd,1
5,repressed,rpssd,rprssd,repre,reprd,1
6,repressed,rprssd,rprssd,repres,repred,1
7,repressed,rprssed,rprssd,repress,represd,1
3,repression,rpn,rprssn,rep,ren,1
4,repression,rpsn,rprssn,repr,repn,1
5,repression,rpssn,rprssn,repre,reprn,1
6,repression,rprssn,rprssn,repres,repren,1
7,repression,reprssn,rprssn,repress,represn,1
8,repression,reprssin,rprssn,repressi,repressn,1
3,reprocessing,rpg,rprcssng,rep,reg,1
4,reprocessing,rpcg,rprcssng,repr,repg,1
5,reprocessing,rpcsg,rprcssng,repro,reprg,1
6,reprocessing,rpcssg,rprcssng,reproc,reprog,1
7,reprocessing,rprcssg,rprcssng,reproce,reprocg,1
8,reprocessing,rprcssng,rprcssng,reproces,reproceg,1
9,reprocessing,reprcssng,rprcssng,reprocess,reprocesg,1
10,reprocessing,reprcessng,rprcssng,reprocessi,reprocessg,1
3,reproductive,rde,rprdctv,rep,ree,1
4,reproductive,rpde,rprdctv,repr,repe,1
5,reproductive,rpdve,rprdctv,repro,repre,1
6,reproductive,rpdcve,rprdctv,reprod,reproe,1
7,reproductive,rprdcve,rprdctv,reprodu,reprode,1
8,reproductive,rprdctve,rprdctv,reproduc,reprodue,1
9,reproductive,reprdctve,rprdctv,reproduct,reproduce,1
10,reproductive,reprodctve,rprdctv,reproducti,reproducte,1
3,rescuing,rig,rscng,res,reg,1
4,rescuing,rcig,rscng,resc,resg,1
5,rescuing,rscig,rscng,rescu,rescg,1
6,rescuing,rscing,rscng,rescui,rescug,1
3,researchers,rhs,rsrchrs,res,res,1
4,researchers,rchs,rsrchrs,rese,ress,1
5,researchers,rschs,rsrchrs,resea,reses,1
6,researchers,rsrchs,rsrchrs,resear,reseas,1
7,researchers,rsrches,rsrchrs,researc,resears,1
8,researchers,rsrchers,rsrchrs,research,researcs,1
9,researchers,rsarchers,rsrchrs,researche,researchs,1
3,resembling,rlg,rsmblng,res,reg,1
4,resembling,rblg,rsmblng,rese,resg,1
5,resembling,rmblg,rsmblng,resem,reseg,1
6,resembling,rsmblg,rsmblng,resemb,resemg,1
7,resembling,rsmblng,rsmblng,resembl,resembg,1
8,resembling,rsemblng,rsmblng,resembli,resemblg,1
3,resentments,rms,rsntmnts,res,res,1
4,resentments,rsms,rsntmnts,rese,ress,1
5,resentments,rsmts,rsntmnts,resen,reses,1
6,resentments,rstmts,rsntmnts,resent,resens,1
7,resentments,rstmnts,rsntmnts,resentm,resents,1
8,resentments,restmnts,rsntmnts,resentme,resentms,1
9,resentments,resetmnts,rsntmnts,resentmen,resentmes,1
3,reservation,rsn,rsrvtn,res,ren,1
4,reservation,rsvn,rsrvtn,rese,resn,1
5,reservation,rsvan,rsrvtn,reser,resen,1
6,reservation,resvan,rsrvtn,reserv,resern,1
7,reservation,resvatn,rsrvtn,reserva,reservn,1
8,reservation,resevatn,rsrvtn,reservat,reservan,1
9,reservation,resevaton,rsrvtn,reservati,reservatn,1
3,reservist,rst,rsrvst,res,ret,1
4,reservist,rist,rsrvst,rese,rest,1
5,reservist,rsist,rsrvst,reser,reset,1
6,reservist,rsvist,rsrvst,reserv,resert,1
7,reservist,rsevist,rsrvst,reservi,reservt,1
3,reservists,rss,rsrvsts,res,res,1
4,reservists,riss,rsrvsts,rese,ress,1
5,reservists,rsiss,rsrvsts,reser,reses,1
6,reservists,rsists,rsrvsts,reserv,resers,1
7,reservists,rsvists,rsrvsts,reservi,reservs,1
8,reservists,rsevists,rsrvsts,reservis,reservis,1
3,residing,rdg,rsdng,res,reg,1
4,residing,rsdg,rsdng,resi,resg,1
5,residing,rsdig,rsdng,resid,resig,1
6,residing,rsding,rsdng,residi,residg,1
3,residual,rdl,rsdl,res,rel,1
4,residual,rsdl,rsdl,resi,resl,1
5,residual,rsdal,rsdl,resid,resil,1
6,residual,resdal,rsdl,residu,residl,1
3,resilient,rlt,rslnt,res,ret,1
4,resilient,rslt,rslnt,resi,rest,1
5,resilient,rslnt,rslnt,resil,resit,1
6,resilient,rslent,rslnt,resili,resilt,1
7,resilient,reslent,rslnt,resilie,resilit,1
3,resistance,rse,rsstnc,res,ree,1
4,resistance,rsse,rsstnc,resi,rese,1
5,resistance,rssce,rsstnc,resis,resie,1
6,resistance,rsstce,rsstnc,resist,resise,1
7,resistance,rsstnce,rsstnc,resista,resiste,1
8,resistance,rsstance,rsstnc,resistan,resistae,1
3,resolving,rov,rslvng,res,reg,1
4,resolving,rovg,rslvng,reso,resg,1
5,resolving,rovig,rslvng,resol,resog,1
6,resolving,rsovig,rslvng,resolv,resolg,1
7,resolving,rsolvig,rslvng,resolvi,resolvg,1
3,resonate,roe,rsnt,res,ree,1
4,resonate,rsoe,rsnt,reso,rese,1
5,resonate,rsote,rsnt,reson,resoe,1
6,resonate,rsoate,rsnt,resona,resone,1
3,resorting,rog,rsrtng,res,reg,1
4,resorting,rotg,rsrtng,reso,resg,1
5,resorting,rsotg,rsrtng,resor,resog,1
6,resorting,rsotng,rsrtng,resort,resorg,1
7,resorting,rsortng,rsrtng,resorti,resortg,1
3,respectful,rfu,rspctfl,res,rel,1
4,respectful,rcfu,rspctfl,resp,resl,1
5,respectful,rcful,rspctfl,respe,respl,1
6,respectful,rscful,rspctfl,respec,respel,1
7,respectful,rspcful,rspctfl,respect,respecl,1
8,respectful,rspctful,rspctfl,respectf,respectl,1
3,respecting,rcg,rspctng,res,reg,1
4,respecting,rscg,rspctng,resp,resg,1
5,respecting,rspcg,rspctng,respe,respg,1
6,respecting,rspcng,rspctng,respec,respeg,1
7,respecting,rspctng,rspctng,respect,respecg,1
8,respecting,respctng,rspctng,respecti,respectg,1
3,respectively,rcy,rspctvly,res,rey,1
4,respectively,rcly,rspctvly,resp,resy,1
5,respectively,rcvly,rspctvly,respe,respy,1
6,respectively,rscvly,rspctvly,respec,respey,1
7,respectively,rspcvly,rspctvly,respect,respecy,1
8,respectively,rspctvly,rspctvly,respecti,respecty,1
9,respectively,respctvly,rspctvly,respectiv,respectiy,1
10,respectively,respctvely,rspctvly,respective,respectivy,1
3,resplendent,rlt,rsplndnt,res,ret,1
4,resplendent,rslt,rsplndnt,resp,rest,1
5,resplendent,rsldt,rsplndnt,respl,respt,1
6,resplendent,rspldt,rsplndnt,resple,resplt,1
7,resplendent,rspldnt,rsplndnt,resplen,resplet,1
8,resplendent,respldnt,rsplndnt,resplend,resplent,1
9,resplendent,resplndnt,rsplndnt,resplende,resplendt,1
3,respondents,rss,rspndnts,res,res,1
4,respondents,rsts,rspndnts,resp,ress,1
5,respondents,rspts,rspndnts,respo,resps,1
6,respondents,rspdts,rspndnts,respon,respos,1
7,respondents,rspodts,rspndnts,respond,respons,1
8,respondents,rspodnts,rspndnts,responde,responds,1
9,respondents,respodnts,rspndnts,responden,respondes,1
3,responding,rsg,rspndng,res,reg,1
4,responding,rsdg,rspndng,resp,resg,1
5,responding,rspdg,rspndng,respo,respg,1
6,responding,rspdng,rspndng,respon,respog,1
7,responding,rspodng,rspndng,respond,respong,1
8,responding,rspoding,rspndng,respondi,respondg,1
3,responds,rds,rspnds,res,res,1
4,responds,rsds,rspnds,resp,ress,1
5,responds,rspds,rspnds,respo,resps,1
6,responds,rspods,rspnds,respon,respos,1
3,responsiveness,res,rspnsvnss,res,res,1
4,responsiveness,ress,rspnsvnss,resp,ress,1
5,responsiveness,rsess,rspnsvnss,respo,resps,1
6,responsiveness,rsvess,rspnsvnss,respon,respos,1
7,responsiveness,rspvess,rspnsvnss,respons,respons,1
8,responsiveness,rspsvess,rspnsvnss,responsi,responss,1
9,responsiveness,rsposvess,rspnsvnss,responsiv,responsis,1
10,responsiveness,rsposvness,rspnsvnss,responsive,responsivs,1
11,responsiveness,resposvness,rspnsvnss,responsiven,responsives,1
12,responsiveness,responsvness,rspnsvnss,responsivene,responsivens,1
3,restarted,rtd,rstrtd,res,red,1
4,restarted,rstd,rstrtd,rest,resd,1
5,restarted,rsrtd,rstrtd,resta,restd,1
6,restarted,rstrtd,rstrtd,restar,restad,1
7,restarted,rstartd,rstrtd,restart,restard,1
3,restitution,rtn,rstttn,res,ren,1
4,restitution,rstn,rstttn,rest,resn,1
5,restitution,rsttn,rstttn,resti,restn,1
6,restitution,rstttn,rstttn,restit,restin,1
7,restitution,restttn,rstttn,restitu,restitn,1
8,restitution,resttutn,rstttn,restitut,restitun,1
9,restitution,resttuton,rstttn,restituti,restitutn,1
3,restraint,rit,rstrnt,res,ret,1
4,restraint,rsit,rstrnt,rest,rest,1
5,restraint,rsint,rstrnt,restr,restt,1
6,restraint,rstint,rstrnt,restra,restrt,1
7,restraint,rstrint,rstrnt,restrai,restrat,1
3,restraints,ris,rstrnts,res,res,1
4,restraints,rsis,rstrnts,rest,ress,1
5,restraints,rsits,rstrnts,restr,rests,1
6,restraints,rstits,rstrnts,restra,restrs,1
7,restraints,rstrits,rstrnts,restrai,restras,1
8,restraints,rstrints,rstrnts,restrain,restrais,1
3,restricts,rss,rstrcts,res,res,1
4,restricts,rsts,rstrcts,rest,ress,1
5,restricts,rstts,rstrcts,restr,rests,1
6,restricts,rstcts,rstrcts,restri,restrs,1
7,restricts,rstrcts,rstrcts,restric,restris,1
3,resultant,rst,rsltnt,res,ret,1
4,resultant,rstt,rsltnt,resu,rest,1
5,resultant,rsltt,rsltnt,resul,resut,1
6,resultant,rsltnt,rsltnt,result,result,1
7,resultant,rsultnt,rsltnt,resulta,resultt,1
3,resulted,rsd,rsltd,res,red,1
4,resulted,rstd,rsltd,resu,resd,1
5,resulted,rsltd,rsltd,resul,resud,1
6,resulted,rsultd,rsltd,result,resuld,1
3,resurface,rfe,rsrfc,res,ree,1
4,resurface,rsfe,rsrfc,resu,rese,1
5,resurface,rsfce,rsrfc,resur,resue,1
6,resurface,rsrfce,rsrfc,resurf,resure,1
7,resurface,rsurfce,rsrfc,resurfa,resurfe,1
3,resuscitate,rce,rssctt,res,ree,1
4,resuscitate,rsce,rssctt,resu,rese,1
5,resuscitate,rscte,rssctt,resus,resue,1
6,resuscitate,rsscte,rssctt,resusc,resuse,1
7,resuscitate,rssctte,rssctt,resusci,resusce,1
8,resuscitate,rsusctte,rssctt,resuscit,resuscie,1
9,resuscitate,rsuscitte,rssctt,resuscita,resuscite,1
3,resuscitated,rcd,rsscttd,res,red,1
4,resuscitated,rscd,rsscttd,resu,resd,1
5,resuscitated,rsctd,rsscttd,resus,resud,1
6,resuscitated,rssctd,rsscttd,resusc,resusd,1
7,resuscitated,rsusctd,rsscttd,resusci,resuscd,1
8,resuscitated,rsuscitd,rsscttd,resuscit,resuscid,1
9,resuscitated,rsuscitad,rsscttd,resuscita,resuscitd,1
10,resuscitated,resuscitad,rsscttd,resuscitat,resuscitad,1
3,retained,rie,rtnd,ret,red,1
4,retained,ried,rtnd,reta,retd,1
5,retained,rtied,rtnd,retai,retad,1
6,retained,rtined,rtnd,retain,retaid,1
3,retaliatory,rty,rtltry,ret,rey,1
4,retaliatory,rtry,rtltry,reta,rety,1
5,retaliatory,rtlry,rtltry,retal,retay,1
6,retaliatory,rtlory,rtltry,retali,retaly,1
7,retaliatory,retlory,rtltry,retalia,retaliy,1
8,retaliatory,retltory,rtltry,retaliat,retaliay,1
9,retaliatory,retaltory,rtltry,retaliato,retaliaty,1
3,rethinking,rkg,rthnkng,ret,reg,1
4,rethinking,rtkg,rthnkng,reth,retg,1
5,rethinking,rthkg,rthnkng,rethi,rethg,1
6,rethinking,rthkig,rthnkng,rethin,rethig,1
7,rethinking,rthking,rthnkng,rethink,rething,1
8,rethinking,rthnking,rthnkng,rethinki,rethinkg,1
3,retirements,rrs,rtrmnts,ret,res,1
4,retirements,rtrs,rtrmnts,reti,rets,1
5,retirements,rtrms,rtrmnts,retir,retis,1
6,retirements,rtrmts,rtrmnts,retire,retirs,1
7,retirements,rtrmnts,rtrmnts,retirem,retires,1
8,retirements,retrmnts,rtrmnts,retireme,retirems,1
9,retirements,retremnts,rtrmnts,retiremen,retiremes,1
3,retractable,rbl,rtrctbl,ret,ree,1
4,retractable,rble,rtrctbl,retr,rete,1
5,retractable,rtble,rtrctbl,retra,retre,1
6,retractable,rtcble,rtrctbl,retrac,retrae,1
7,retractable,rtrcble,rtrctbl,retract,retrace,1
8,retractable,rtrctble,rtrctbl,retracta,retracte,1
9,retractable,rtrctable,rtrctbl,retractab,retractae,1
3,retrained,rie,rtrnd,ret,red,1
4,retrained,ried,rtrnd,retr,retd,1
5,retrained,rtied,rtrnd,retra,retrd,1
6,retrained,rtried,rtrnd,retrai,retrad,1
7,retrained,rtrined,rtrnd,retrain,retraid,1
3,retraining,rig,rtrnng,ret,reg,1
4,retraining,rtig,rtrnng,retr,retg,1
5,retraining,rting,rtrnng,retra,retrg,1
6,retraining,rtring,rtrnng,retrai,retrag,1
7,retraining,rtrinng,rtrnng,retrain,retraig,1
8,retraining,rtrining,rtrnng,retraini,retraing,1
3,retreating,rtg,rtrtng,ret,reg,1
4,retreating,rtng,rtrtng,retr,retg,1
5,retreating,rtrng,rtrtng,retre,retrg,1
6,retreating,rtrang,rtrtng,retrea,retreg,1
7,retreating,rtratng,rtrtng,retreat,retreag,1
8,retreating,retratng,rtrtng,retreati,retreatg,1
3,retreats,rts,rtrts,ret,res,1
4,retreats,rtas,rtrts,retr,rets,1
5,retreats,rtras,rtrts,retre,retrs,1
6,retreats,rtrats,rtrts,retrea,retres,1
3,retribution,rbn,rtrbtn,ret,ren,1
4,retribution,rbtn,rtrbtn,retr,retn,1
5,retribution,rtbtn,rtrbtn,retri,retrn,1
6,retribution,rtbutn,rtrbtn,retrib,retrin,1
7,retribution,rtrbutn,rtrbtn,retribu,retribn,1
8,retribution,retrbutn,rtrbtn,retribut,retribun,1
9,retribution,retrbuton,rtrbtn,retributi,retributn,1
3,retrieval,rvl,rtrvl,ret,rel,1
4,retrieval,rtvl,rtrvl,retr,retl,1
5,retrieval,rtval,rtrvl,retri,retrl,1
6,retrieval,rteval,rtrvl,retrie,retril,1
7,retrieval,rtreval,rtrvl,retriev,retriel,1
3,retrieve,rve,rtrv,ret,ree,1
4,retrieve,rtve,rtrv,retr,rete,1
5,retrieve,rteve,rtrv,retri,retre,1
6,retrieve,rtreve,rtrv,retrie,retrie,1
3,retrieves,rvs,rtrvs,ret,res,1
4,retrieves,rtvs,rtrvs,retr,rets,1
5,retrieves,rtves,rtrvs,retri,retrs,1
6,retrieves,rteves,rtrvs,retrie,retris,1
7,retrieves,rtreves,rtrvs,retriev,retries,1
3,reusable,rul,rsbl,reu,ree,1
4,reusable,rubl,rsbl,reus,reue,1
5,reusable,ruble,rsbl,reusa,reuse,1
6,reusable,ruable,rsbl,reusab,reusae,1
3,revamping,rvi,rvmpng,rev,reg,1
4,revamping,rvig,rvmpng,reva,revg,1
5,revamping,rvpig,rvmpng,revam,revag,1
6,revamping,rvmpig,rvmpng,revamp,revamg,1
7,revamping,rvmping,rvmpng,revampi,revampg,1
3,revelations,rvs,rvltns,rev,res,1
4,revelations,rvls,rvltns,reve,revs,1
5,revelations,rvlns,rvltns,revel,reves,1
6,revelations,rvlans,rvltns,revela,revels,1
7,revelations,revlans,rvltns,revelat,revelas,1
8,revelations,revlatns,rvltns,revelati,revelats,1
9,revelations,revelatns,rvltns,revelatio,revelatis,1
3,revelatory,rvy,rvltry,rev,rey,1
4,revelatory,rvly,rvltry,reve,revy,1
5,revelatory,rvlry,rvltry,revel,revey,1
6,revelatory,rvlary,rvltry,revela,revely,1
7,revelatory,rvlaory,rvltry,revelat,revelay,1
8,revelatory,rvlatory,rvltry,revelato,revelaty,1
3,reverberate,rvb,rvrbrt,rev,ree,1
4,reverberate,rvbe,rvrbrt,reve,reve,1
5,reverberate,rvbee,rvrbrt,rever,revee,1
6,reverberate,rvbete,rvrbrt,reverb,revere,1
7,reverberate,revbete,rvrbrt,reverbe,reverbe,1
8,reverberate,revebete,rvrbrt,reverber,reverbee,1
9,reverberate,reveberte,rvrbrt,reverbera,reverbere,1
3,reverberated,rvb,rvrbrtd,rev,red,1
4,reverberated,rvbe,rvrbrtd,reve,revd,1
5,reverberated,rvbed,rvrbrtd,rever,reved,1
6,reverberated,revbed,rvrbrtd,reverb,reverd,1
7,reverberated,revbetd,rvrbrtd,reverbe,reverbd,1
8,reverberated,revebetd,rvrbrtd,reverber,reverbed,1
9,reverberated,revebeted,rvrbrtd,reverbera,reverberd,1
10,reverberated,reveberted,rvrbrtd,reverberat,reverberad,1
3,reversion,rvn,rvrsn,rev,ren,1
4,reversion,rvsn,rvrsn,reve,revn,1
5,reversion,revsn,rvrsn,rever,reven,1
6,reversion,revsin,rvrsn,revers,revern,1
7,reversion,revesin,rvrsn,reversi,reversn,1
3,reverting,rvg,rvrtng,rev,reg,1
4,reverting,rvtg,rvrtng,reve,revg,1
5,reverting,rvtng,rvrtng,rever,reveg,1
6,reverting,revtng,rvrtng,revert,reverg,1
7,reverting,revetng,rvrtng,reverti,revertg,1
3,revisited,rvd,rvstd,rev,red,1
4,revisited,rvsd,rvstd,revi,revd,1
5,revisited,rvisd,rvstd,revis,revid,1
6,revisited,rvistd,rvstd,revisi,revisd,1
7,revisited,revistd,rvstd,revisit,revisid,1
3,revitalization,rvn,rvtlztn,rev,ren,1
4,revitalization,rvzn,rvtlztn,revi,revn,1
5,revitalization,rvizn,rvtlztn,revit,revin,1
6,revitalization,rvitzn,rvtlztn,revita,revitn,1
7,revitalization,rvitlzn,rvtlztn,revital,revitan,1
8,revitalization,rvitlzan,rvtlztn,revitali,revitaln,1
9,revitalization,rvitlzatn,rvtlztn,revitaliz,revitalin,1
10,revitalization,revitlzatn,rvtlztn,revitaliza,revitalizn,1
11,revitalization,revitalzatn,rvtlztn,revitalizat,revitalizan,1
12,revitalization,revitalzaton,rvtlztn,revitalizati,revitalizatn,1
3,revitalize,rve,rvtlz,rev,ree,1
4,revitalize,rvze,rvtlz,revi,reve,1
5,revitalize,rvize,rvtlz,revit,revie,1
6,revitalize,rvitze,rvtlz,revita,revite,1
7,revitalize,rvitlze,rvtlz,revital,revitae,1
8,revitalize,rvitalze,rvtlz,revitali,revitale,1
3,revitalizing,rvi,rvtlzng,rev,reg,1
4,revitalizing,rvig,rvtlzng,revi,revg,1
5,revitalizing,rvzig,rvtlzng,revit,revig,1
6,revitalizing,rvizig,rvtlzng,revita,revitg,1
7,revitalizing,rvitzig,rvtlzng,revital,revitag,1
8,revitalizing,rvitzing,rvtlzng,revitali,revitalg,1
9,revitalizing,rvitlzing,rvtlzng,revitaliz,revitalig,1
10,revitalizing,revitlzing,rvtlzng,revitalizi,revitalizg,1
3,revivals,rvs,rvvls,rev,res,1
4,revivals,rvvs,rvvls,revi,revs,1
5,revivals,rvivs,rvvls,reviv,revis,1
6,revivals,rvivls,rvvls,reviva,revivs,1
3,revolutionaries,rvu,rvltnrs,rev,res,1
4,revolutionaries,rvou,rvltnrs,revo,revs,1
5,revolutionaries,rvous,rvltnrs,revol,revos,1
6,revolutionaries,rvouts,rvltnrs,revolu,revols,1
7,revolutionaries,rvoutrs,rvltnrs,revolut,revolus,1
8,revolutionaries,rvolutrs,rvltnrs,revoluti,revoluts,1
9,revolutionaries,rvolutres,rvltnrs,revolutio,revolutis,1
10,revolutionaries,revolutres,rvltnrs,revolution,revolutios,1
11,revolutionaries,revolutares,rvltnrs,revolutiona,revolutions,1
12,revolutionaries,revolutnares,rvltnrs,revolutionar,revolutionas,1
13,revolutionaries,revolutnaries,rvltnrs,revolutionari,revolutionars,1
3,revolutionary,rvu,rvltnry,rev,rey,1
4,revolutionary,rvou,rvltnry,revo,revy,1
5,revolutionary,rvouy,rvltnry,revol,revoy,1
6,revolutionary,rvouty,rvltnry,revolu,revoly,1
7,revolutionary,rvoutry,rvltnry,revolut,revoluy,1
8,revolutionary,rvolutry,rvltnry,revoluti,revoluty,1
9,revolutionary,rvolutnry,rvltnry,revolutio,revolutiy,1
10,revolutionary,rvolutnary,rvltnry,revolution,revolutioy,1
11,revolutionary,revolutnary,rvltnry,revolutiona,revolutiony,1
3,revolved,rvv,rvlvd,rev,red,1
4,revolved,rvov,rvlvd,revo,revd,1
5,revolved,rvovd,rvlvd,revol,revod,1
6,revolved,rvolvd,rvlvd,revolv,revold,1
3,revolver,rvv,rvlvr,rev,rer,1
4,revolver,rvov,rvlvr,revo,revr,1
5,revolver,rvovr,rvlvr,revol,revor,1
6,revolver,rvolvr,rvlvr,revolv,revolr,1
3,revolves,rvv,rvlvs,rev,res,1
4,revolves,rvov,rvlvs,revo,revs,1
5,revolves,rvovs,rvlvs,revol,revos,1
6,revolves,rvolvs,rvlvs,revolv,revols,1
3,rewarding,rwa,rwrdng,rew,reg,1
4,rewarding,rwad,rwrdng,rewa,rewg,1
5,rewarding,rwadg,rwrdng,rewar,rewag,1
6,rewarding,rwardg,rwrdng,reward,rewarg,1
7,rewarding,rwardng,rwrdng,rewardi,rewardg,1
3,rewritten,rwr,rwrttn,rew,ren,1
4,rewritten,rwrt,rwrttn,rewr,rewn,1
5,rewritten,rwrtn,rwrttn,rewri,rewrn,1
6,rewritten,rwrttn,rwrttn,rewrit,rewrin,1
7,rewritten,rewrttn,rwrttn,rewritt,rewritn,1
3,rhinestone,rhe,rhnstn,rhi,rhe,1
4,rhinestone,rhee,rhnstn,rhin,rhie,1
5,rhinestone,rhese,rhnstn,rhine,rhine,1
6,rhinestone,rheste,rhnstn,rhines,rhinee,1
7,rhinestone,rhestne,rhnstn,rhinest,rhinese,1
8,rhinestone,rhestone,rhnstn,rhinesto,rhineste,1
3,rhinoceros,rho,rhncrs,rhi,rhs,1
4,rhinoceros,rhos,rhncrs,rhin,rhis,1
5,rhinoceros,rhocs,rhncrs,rhino,rhins,1
6,rhinoceros,rhocos,rhncrs,rhinoc,rhinos,1
7,rhinoceros,rhoceos,rhncrs,rhinoce,rhinocs,1
8,rhinoceros,rhnoceos,rhncrs,rhinocer,rhinoces,1
3,ricocheting,rtg,rcchtng,ric,rig,1
4,ricocheting,rhtg,rcchtng,rico,ricg,1
5,ricocheting,rchtg,rcchtng,ricoc,ricog,1
